id,province,district,property_type,bedrooms,baths,floor_area,log_floor_area,floor_level,land_area,log_land_area,nearby_stations,nearest_station_name,nearest_station_distance,nearby_supermarkets,has_many_bedrooms,has_many_baths,has_bus_stops,year_built_bin,has_security,has_pool,has_sports,has_parking,price,is_train
11028854,Bangkok,Khlong Sam Wa,Townhouse,3.0,2.0,72,4.276666119016055,0.0,72.0,4.276666119016055,0,,0,1.0,0,0,0,unknown,0,0,0,0,1990000.0,1
10431549,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,29,3.367295829986474,11.0,0.0,0.0,1,PP12 Ministry of Public Health MRT,280,6.0,0,0,0,2016_2020,1,1,1,1,2700000.0,1
10986721,Bangkok,Bang Bon,Townhouse,3.0,2.0,84,4.430816798843313,0.0,84.0,4.430816798843313,0,,0,4.0,0,0,1,unknown,0,0,0,0,1800000.0,1
10933286,Bangkok,Bang Khen,Condo,2.0,2.0,74,4.30406509320417,7.0,0.0,0.0,2,N16 11th Infantry Regiment BTS,220,4.0,1,1,1,2011_2015,1,1,1,0,2200000.0,1
10101298,Bangkok,Phra Khanong,Condo,2.0,1.0,51,3.9318256327243257,3.0,0.0,0.0,2,E11 Punnawithi BTS,360,4.0,1,0,0,2016_2020,1,1,1,1,4800000.0,1
10732901,Bangkok,Don Mueang,Detached House,4.0,3.0,280,5.634789603169249,0.0,368.0,5.908082938168931,0,,0,4.0,0,0,0,unknown,0,0,0,0,8800000.0,1
10828278,Bangkok,Bangkok Noi,Condo,1.0,1.0,30,3.4011973816621555,10.0,0.0,0.0,2,BL04 Bang Khun Non MRT,850,19.0,0,0,0,2011_2015,1,1,1,1,2650000.0,1
10975192,Nonthaburi,Bang Kruai,Detached House,3.0,3.0,153,5.030437921392435,0.0,148.0,4.997212273764115,0,,0,7.0,0,0,1,unknown,0,0,0,0,4290000.0,1
10702881,Bangkok,Huai Khwang,Condo,1.0,1.0,36,3.58351893845611,20.0,0.0,0.0,1,BL18 Huai Khwang MRT,90,20.0,0,0,0,2011_2015,1,1,1,1,3990000.0,1
10879973,Samut Prakan,Phra Samut Jadee,Detached House,4.0,3.0,240,5.480638923341991,0.0,160.0,5.075173815233827,0,,0,4.0,0,0,1,unknown,0,0,0,0,3300000.0,1
10189147,Bangkok,Thon Buri,Condo,1.0,1.0,21,3.044522437723423,27.0,0.0,0.0,3,B12 Ratchaphruek BRT,380,10.0,0,0,0,2011_2015,1,1,1,1,2500000.0,1
11040204,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,26,3.258096538021482,16.0,0.0,0.0,0,,0,5.0,0,0,1,2011_2015,0,1,1,1,1490000.0,1
10975606,Bangkok,Pathum Wan,Condo,1.0,1.0,28,3.332204510175204,29.0,0.0,0.0,2,E2 Ploen Chit BTS,520,11.0,0,0,0,2016_2020,1,0,1,0,5900000.0,1
11034066,Bangkok,Huai Khwang,Condo,1.0,1.0,34,3.5263605246161616,20.0,0.0,0.0,1,BL20 Phra Ram 9 MRT,690,14.0,0,0,0,2006_2010,1,1,1,1,3400000.0,1
10558633,Bangkok,Watthana,Condo,1.0,2.0,57,4.04305126783455,7.0,0.0,0.0,2,E8 Phra Khanong BTS,140,19.0,0,1,0,2011_2015,1,1,1,1,6650000.0,1
10986719,Bangkok,Huai Khwang,Condo,1.0,1.0,32,3.4657359027997265,13.0,0.0,0.0,1,BL18 Huai Khwang MRT,930,20.0,0,0,0,2011_2015,1,1,1,1,2300000.0,1
10558567,Bangkok,Suan Luang,Condo,2.0,2.0,55,4.007333185232471,12.0,0.0,0.0,1,A5 Ramkhamhaeng Airport Link,260,11.0,1,1,0,2016_2020,1,1,1,0,5600000.0,1
10802199,Bangkok,Khlong Sam Wa,Detached House,4.0,3.0,225,5.41610040220442,0.0,280.0,5.634789603169249,0,,0,8.0,0,0,1,unknown,0,0,0,0,5900000.0,1
11034824,Samut Prakan,Mueang Samut Prakan,Townhouse,3.0,1.0,96,4.564348191467836,0.0,76.0,4.330733340286331,0,,0,7.0,0,0,0,unknown,1,0,0,0,2500000.0,1
10550358,Samut Prakan,Phra Samut Jadee,Townhouse,3.0,2.0,89,4.48863636973214,0.0,72.0,4.276666119016055,0,,0,3.0,0,0,1,unknown,1,0,0,0,1600000.0,1
10922232,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,24,3.1780538303479458,4.0,0.0,0.0,2,E21 Praek Sa BTS,630,5.0,0,0,1,2016_2020,1,1,1,1,1450000.0,1
10694126,Bangkok,Din Daeng,Condo,1.0,1.0,33,3.4965075614664802,9.0,0.0,0.0,3,BL20 Phra Ram 9 MRT,350,11.0,0,0,0,2021_,1,1,1,1,5190000.0,1
10921852,Bangkok,Lat Krabang,Condo,1.0,1.0,28,3.332204510175204,2.0,0.0,0.0,0,,0,13.0,0,0,1,2011_2015,1,1,1,1,1450000.0,1
10971608,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,31,3.4339872044851463,17.0,0.0,0.0,2,E19 Pak Nam BTS,260,8.0,0,0,1,2011_2015,1,1,1,1,1450000.0,1
10993173,Bangkok,Ratchathewi,Condo,1.0,1.0,35,3.5553480614894135,24.0,0.0,0.0,3,E1 Chit Lom BTS,590,17.0,0,0,0,2011_2015,1,1,1,1,6700000.0,1
10931596,Bangkok,Khlong Sam Wa,Townhouse,2.0,2.0,64,4.1588830833596715,0.0,64.0,4.1588830833596715,0,,0,1.0,0,0,0,unknown,0,0,0,0,1890000.0,1
11008480,Bangkok,Bueng Kum,Condo,1.0,1.0,26,3.258096538021482,7.0,0.0,0.0,0,,0,13.0,0,0,1,2011_2015,1,1,1,1,1300000.0,1
11000117,Samut Prakan,Phra Samut Jadee,Townhouse,2.0,3.0,72,4.276666119016055,0.0,72.0,4.276666119016055,0,,0,5.0,0,0,1,2016_2020,1,1,1,1,2400000.0,1
7963098,Bangkok,Suan Luang,Townhouse,3.0,3.0,185,5.220355825078324,0.0,76.0,4.330733340286331,1,A4 Hua Mak Airport Link,740,3.0,0,0,0,unknown,1,1,1,1,5500000.0,1
10920277,Bangkok,Don Mueang,Condo,1.0,1.0,28,3.332204510175204,2.0,0.0,0.0,1,RN06 SRT Lak Si,800,7.0,0,0,1,2016_2020,1,0,0,1,1450000.0,1
11026601,Samut Prakan,Bang Bo,Townhouse,2.0,3.0,110,4.700480365792417,0.0,76.0,4.330733340286331,0,,0,6.0,0,0,0,unknown,0,0,0,0,1790000.0,1
10980716,Nonthaburi,Bang Bua Thong,Townhouse,2.0,2.0,64,4.1588830833596715,0.0,64.0,4.1588830833596715,0,,0,3.0,0,0,0,unknown,0,0,0,0,1490000.0,1
10613440,Bangkok,Watthana,Condo,1.0,1.0,46,3.828641396489095,8.0,0.0,0.0,0,,0,17.0,0,0,1,2006_2010,1,1,1,1,5800000.0,1
10694821,Nonthaburi,Bang Bua Thong,Townhouse,2.0,3.0,103,4.634728988229636,0.0,92.0,4.5217885770490405,0,,0,2.0,0,0,1,unknown,1,0,0,1,2590000.0,1
10696715,Bangkok,Bang Khun Thian,Detached House,4.0,3.0,189,5.241747015059643,0.0,208.0,5.337538079701318,0,,0,7.0,0,0,1,unknown,1,1,0,0,5590000.0,1
10788786,Bangkok,Huai Khwang,Condo,1.0,1.0,32,3.4657359027997265,5.0,0.0,0.0,1,BL18 Huai Khwang MRT,250,20.0,0,0,0,2016_2020,1,1,1,1,3960000.0,1
9796889,Bangkok,Huai Khwang,Condo,1.0,1.0,35,3.5553480614894135,9.0,0.0,0.0,3,E4 Asok BTS,470,12.0,0,0,0,2011_2015,1,1,1,1,3600000.0,1
11029771,Bangkok,Bang Khen,Detached House,3.0,1.0,100,4.605170185988092,0.0,184.0,5.214935757608986,0,,0,11.0,0,0,1,unknown,0,0,0,0,3190000.0,1
10913751,Nonthaburi,Bang Yai,Detached House,4.0,3.0,150,5.0106352940962555,0.0,236.0,5.4638318050256105,0,,0,4.0,0,0,0,unknown,1,0,0,0,3790000.0,1
10823745,Bangkok,Phra Khanong,Condo,2.0,2.0,63,4.143134726391533,9.0,0.0,0.0,2,E11 Punnawithi BTS,100,7.0,1,1,0,2011_2015,1,1,1,1,4600000.0,1
10999183,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,27,3.295836866004329,11.0,0.0,0.0,0,,0,5.0,0,0,1,2011_2015,0,1,1,1,1350000.0,1
10614093,Bangkok,Phra Khanong,Condo,1.0,1.0,27,3.295836866004329,12.0,0.0,0.0,2,E11 Punnawithi BTS,360,8.0,0,0,0,2016_2020,1,1,1,1,3750000.0,1
10961921,Nonthaburi,Mueang Nonthaburi,Detached House,3.0,2.0,180,5.19295685089021,0.0,204.0,5.318119993844216,0,,0,1.0,0,0,1,unknown,1,0,0,1,5200000.0,1
10892590,Bangkok,Chatuchak,Condo,2.0,1.0,52,3.9512437185814275,24.0,0.0,0.0,3,N9 Ha Yaek Lat Phrao BTS,160,11.0,1,0,0,2016_2020,1,1,1,1,7500000.0,1
10782778,Nonthaburi,Mueang Nonthaburi,Detached House,3.0,3.0,170,5.135798437050262,0.0,240.0,5.480638923341991,0,,0,0.0,0,0,1,2016_2020,1,1,1,0,7620000.0,1
11029518,Bangkok,Chatuchak,Condo,1.0,1.0,30,3.4011973816621555,9.0,0.0,0.0,0,,0,4.0,0,0,1,2016_2020,1,1,1,1,2500000.0,1
10900334,Bangkok,Yan Nawa,Condo,2.0,1.0,61,4.110873864173311,8.0,0.0,0.0,2,BL24 Khlong Toei MRT,450,6.0,1,0,0,2001_2005,1,0,0,0,4500000.0,1
10886358,Nonthaburi,Pak Kret,Townhouse,3.0,2.0,106,4.663439094112067,0.0,136.0,4.912654885736052,0,,0,2.0,0,0,1,unknown,1,1,0,1,3000000.0,1
8661085,Bangkok,Lat Phrao,Townhouse,1.0,1.0,21,3.044522437723423,0.0,120.0,4.787491742782046,0,,0,13.0,0,0,1,unknown,0,0,0,0,4900000.0,1
10845397,Nonthaburi,Pak Kret,Detached House,3.0,2.0,217,5.37989735354046,0.0,216.0,5.375278407684165,0,,0,4.0,0,0,0,unknown,1,1,1,0,4900000.0,1
11029938,Bangkok,Bang Kapi,Condo,1.0,1.0,38,3.6375861597263857,9.0,0.0,0.0,0,,0,9.0,0,0,1,2021_,1,1,1,1,3602000.0,1
10996492,Bangkok,Khlong San,Condo,1.0,1.0,61,4.110873864173311,30.0,0.0,0.0,1,G1/S7 Krung Thon Buri BTS,920,9.0,0,0,0,2011_2015,1,1,1,1,6200000.0,1
10921141,Bangkok,Chom Thong,Townhouse,2.0,2.0,100,4.605170185988092,0.0,72.0,4.276666119016055,0,,0,3.0,0,0,1,unknown,1,0,0,1,2590000.0,1
10885930,Bangkok,Thon Buri,Condo,2.0,2.0,73,4.290459441148391,17.0,0.0,0.0,0,,0,4.0,1,1,1,2011_2015,1,1,1,1,6900000.0,1
10904309,Nonthaburi,Bang Bua Thong,Detached House,4.0,3.0,220,5.393627546352362,0.0,284.0,5.648974238161206,0,,0,3.0,0,0,0,unknown,1,1,0,1,3980000.0,1
10815482,Bangkok,Bang Sue,Condo,1.0,1.0,30,3.4011973816621555,13.0,0.0,0.0,2,BL09 Bang Pho MRT,230,6.0,0,0,0,2011_2015,1,1,1,1,2510000.0,1
10554412,Samut Prakan,Bang Bo,Townhouse,3.0,2.0,89,4.48863636973214,0.0,96.0,4.564348191467836,0,,0,0.0,0,0,0,unknown,0,0,0,0,1920000.0,1
10313851,Bangkok,Huai Khwang,Condo,1.0,1.0,43,3.7612001156935624,3.0,0.0,0.0,2,BL17 Sutthisan MRT,270,13.0,0,0,0,2006_2010,1,1,1,1,3200000.0,1
10898710,Samut Prakan,Phra Samut Jadee,Detached House,3.0,3.0,240,5.480638923341991,0.0,240.0,5.480638923341991,0,,0,5.0,0,0,1,unknown,1,1,1,0,6500000.0,1
10712713,Bangkok,Bang Rak,Condo,1.0,1.0,25,3.2188758248682006,40.0,0.0,0.0,3,BL27 Sam Yan MRT,160,20.0,0,0,0,2016_2020,1,1,1,1,6600000.0,1
10771010,Nonthaburi,Bang Kruai,Townhouse,4.0,3.0,130,4.867534450455582,0.0,100.0,4.605170185988092,0,,0,5.0,1,0,0,2016_2020,1,1,1,0,3290000.0,1
10802967,Nonthaburi,Bang Yai,Detached House,3.0,3.0,180,5.19295685089021,0.0,208.0,5.337538079701318,0,,0,2.0,0,0,0,2006_2010,1,1,1,0,5600000.0,1
11007010,Bangkok,Yan Nawa,Condo,1.0,1.0,73,4.290459441148391,9.0,0.0,0.0,1,B5 Nararam 3 BRT,110,11.0,0,0,1,2011_2015,1,0,0,0,7700000.0,1
11007356,Bangkok,Chatuchak,Condo,1.0,1.0,39,3.6635616461296463,12.0,0.0,0.0,3,BL14 Phahon Yothin MRT,550,7.0,0,0,0,2011_2015,1,1,1,1,5060000.0,1
10825875,Bangkok,Bang Khen,Condo,1.0,1.0,23,3.1354942159291497,7.0,0.0,0.0,0,,0,7.0,0,0,1,2011_2015,1,1,1,1,1200000.0,1
10942650,Bangkok,Lat Krabang,Detached House,3.0,2.0,170,5.135798437050262,0.0,200.0,5.298317366548036,0,,0,3.0,0,0,1,unknown,0,0,0,0,4850000.0,1
10846072,Bangkok,Wang Thonglang,Condo,1.0,1.0,29,3.367295829986474,7.0,0.0,0.0,0,,0,10.0,0,0,1,2006_2010,1,1,1,1,2100000.0,1
11028252,Bangkok,Yan Nawa,Condo,1.0,1.0,29,3.367295829986474,27.0,0.0,0.0,0,,0,20.0,0,0,1,2011_2015,1,1,1,0,2165000.0,1
10725307,Samut Prakan,Phra Samut Jadee,Detached House,3.0,3.0,134,4.897839799950911,0.0,204.0,5.318119993844216,0,,0,5.0,0,0,1,unknown,1,1,1,1,5250000.0,1
10883185,Bangkok,Bang Khun Thian,Detached House,4.0,2.0,112,4.718498871295094,0.0,264.0,5.575949103146316,0,,0,0.0,0,0,0,unknown,1,1,1,1,5150000.0,1
10562381,Samut Prakan,Bang Phli,Detached House,3.0,2.0,100,4.605170185988092,0.0,216.0,5.375278407684165,0,,0,2.0,0,0,1,unknown,0,0,0,0,6500000.0,1
10144383,Bangkok,Ratchathewi,Condo,1.0,1.0,32,3.4657359027997265,33.0,0.0,0.0,3,BL20 Phra Ram 9 MRT,380,11.0,0,0,0,2011_2015,1,1,1,1,5350000.0,1
10984601,Samut Prakan,Mueang Samut Prakan,Condo,2.0,1.0,52,3.9512437185814275,17.0,0.0,0.0,1,E15 Samrong BTS,60,16.0,1,0,1,2016_2020,1,1,1,1,4750000.0,1
10933308,Bangkok,Khlong Toei,Condo,2.0,1.0,70,4.248495242049359,9.0,0.0,0.0,2,E6 Thong Lo BTS,570,18.0,1,0,0,_2000,1,1,1,1,7200000.0,1
10934126,Bangkok,Don Mueang,Townhouse,3.0,2.0,95,4.553876891600541,0.0,96.0,4.564348191467836,0,,0,6.0,0,0,0,unknown,0,0,0,0,3500000.0,1
10234191,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,30,3.4011973816621555,9.0,0.0,0.0,0,,0,6.0,0,0,1,2011_2015,1,1,1,1,1560000.0,1
10321995,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,36,3.58351893845611,21.0,0.0,0.0,0,,0,4.0,0,0,1,2011_2015,1,1,1,0,1900000.0,1
10810088,Bangkok,Chatuchak,Condo,1.0,1.0,31,3.4339872044851463,10.0,0.0,0.0,2,N15 Bang Bua BTS,670,6.0,0,0,0,2016_2020,1,1,1,1,3000000.0,1
10110805,Bangkok,Khlong Sam Wa,Detached House,3.0,2.0,145,4.976733742420574,0.0,148.0,4.997212273764115,0,,0,5.0,0,0,1,unknown,1,1,1,0,3150000.0,1
10815469,Samut Prakan,Bang Phli,Townhouse,3.0,2.0,109,4.6913478822291435,0.0,72.0,4.276666119016055,0,,0,6.0,0,0,0,unknown,1,0,0,1,2690000.0,1
11032777,Bangkok,Khlong Sam Wa,Townhouse,3.0,2.0,100,4.605170185988092,0.0,92.0,4.5217885770490405,0,,0,4.0,0,0,1,unknown,0,0,0,1,1890000.0,1
1421378,Bangkok,Lat Phrao,Townhouse,3.0,4.0,160,5.075173815233827,0.0,68.0,4.219507705176107,0,,0,6.0,0,0,1,unknown,1,1,0,0,3800000.0,1
10200501,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,29,3.367295829986474,1.0,0.0,0.0,1,PP07 Sai Ma MRT,80,4.0,0,0,0,2011_2015,1,1,1,1,970000.0,1
11028059,Bangkok,Bang Phlat,Condo,2.0,1.0,48,3.871201010907891,8.0,0.0,0.0,1,BL05 Bang Yi Khan MRT,980,6.0,1,0,1,2016_2020,1,0,0,1,5250000.0,1
10553024,Samut Prakan,Mueang Samut Prakan,Condo,2.0,1.0,50,3.912023005428146,4.0,0.0,0.0,0,,0,5.0,1,0,1,2011_2015,1,1,1,1,2200000.0,1
10691852,Bangkok,Bang Khae,Condo,1.0,1.0,26,3.258096538021482,2.0,0.0,0.0,1,BL37 Bang Khae MRT,300,6.0,0,0,0,2016_2020,1,1,1,1,1890000.0,1
10771875,Samut Prakan,Mueang Samut Prakan,Townhouse,3.0,2.0,100,4.605170185988092,0.0,64.0,4.1588830833596715,0,,0,6.0,0,0,1,unknown,0,0,0,0,2500000.0,1
10989532,Bangkok,Chom Thong,Condo,2.0,1.0,46,3.828641396489095,6.0,0.0,0.0,0,,0,10.0,1,0,1,2016_2020,1,1,1,1,2350000.0,1
10216107,Bangkok,Bang Kho Laem,Condo,1.0,1.0,30,3.4011973816621555,22.0,0.0,0.0,2,B10 Charoenrat BRT,30,13.0,0,0,1,2021_,1,1,1,1,3690000.0,1
10945803,Bangkok,Khlong San,Condo,1.0,1.0,52,3.9512437185814275,13.0,0.0,0.0,0,,0,7.0,0,0,1,2006_2010,1,1,1,1,3990000.0,1
10797240,Bangkok,Bang Khen,Condo,2.0,1.0,64,4.1588830833596715,11.0,0.0,0.0,1,N17 Wat Phra Sri Mahathat BTS,790,10.0,1,0,1,2006_2010,1,1,1,1,5500000.0,1
10909339,Nonthaburi,Bang Yai,Condo,1.0,1.0,24,3.1780538303479458,31.0,0.0,0.0,2,PP03 Sam Yaek Bang Yai MRT,670,20.0,0,0,0,2016_2020,1,1,1,1,1650000.0,1
10821549,Bangkok,Thung Khru,Townhouse,3.0,3.0,170,5.135798437050262,0.0,68.0,4.219507705176107,0,,0,11.0,0,0,1,unknown,0,0,0,1,1590000.0,1
10931679,Bangkok,Nong Chok,Detached House,4.0,4.0,252,5.529429087511423,0.0,252.0,5.529429087511423,0,,0,4.0,0,0,1,unknown,0,0,0,0,3590000.0,1
10823439,Bangkok,Bueng Kum,Condo,1.0,1.0,26,3.258096538021482,5.0,0.0,0.0,0,,0,4.0,0,0,1,2011_2015,1,1,1,0,1450000.0,1
10962207,Nonthaburi,Bang Bua Thong,Townhouse,3.0,2.0,100,4.605170185988092,0.0,72.0,4.276666119016055,0,,0,1.0,0,0,0,unknown,1,0,0,1,1650000.0,1
10988022,Bangkok,Bang Khun Thian,Townhouse,2.0,2.0,100,4.605170185988092,0.0,68.0,4.219507705176107,0,,0,13.0,0,0,1,unknown,0,0,0,1,1980000.0,1
11034335,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,52,3.9512437185814275,14.0,0.0,0.0,2,PP13 Yaek Tiwanon MRT,580,3.0,0,0,0,2011_2015,1,1,1,1,2400000.0,1
10988706,Bangkok,Watthana,Condo,1.0,1.0,43,3.7612001156935624,20.0,0.0,0.0,0,,0,17.0,0,0,1,2006_2010,1,1,1,1,7850000.0,1
8423678,Bangkok,Phaya Thai,Condo,1.0,1.0,45,3.8066624897703196,20.0,0.0,0.0,2,N6 Sena Ruam BTS,300,14.0,0,0,0,2011_2015,1,1,1,1,5200000.0,1
10939964,Bangkok,Watthana,Condo,1.0,1.0,43,3.7612001156935624,4.0,0.0,0.0,2,E7 Ekkamai BTS,410,19.0,0,0,0,2011_2015,1,1,1,1,7200000.0,1
10739546,Bangkok,Wang Thonglang,Townhouse,4.0,3.0,260,5.560681631015528,0.0,128.0,4.852030263919617,0,,0,20.0,1,0,1,unknown,0,0,0,1,6000000.0,1
10807515,Nonthaburi,Mueang Nonthaburi,Condo,2.0,2.0,56,4.02535169073515,7.0,0.0,0.0,1,PP13 Yaek Tiwanon MRT,110,3.0,1,1,0,2016_2020,1,1,1,1,4500000.0,1
10234476,Bangkok,Bang Kapi,Condo,1.0,1.0,29,3.367295829986474,8.0,0.0,0.0,0,,0,7.0,0,0,1,2011_2015,1,1,1,1,1800000.0,1
8687271,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,44,3.784189633918261,9.0,0.0,0.0,0,,0,2.0,0,0,1,2016_2020,1,1,1,1,3700000.0,1
8299492,Bangkok,Phra Khanong,Condo,1.0,1.0,30,3.4011973816621555,9.0,0.0,0.0,2,E12 Udom Suk BTS,790,14.0,0,0,0,2016_2020,1,1,1,1,7310000.0,1
8743282,Bangkok,Phra Khanong,Condo,1.0,1.0,27,3.295836866004329,20.0,0.0,0.0,3,E10 Bang Chak BTS,170,8.0,0,0,0,2016_2020,1,1,1,1,3900000.0,1
10964994,Samut Prakan,Phra Samut Jadee,Detached House,3.0,2.0,156,5.049856007249537,0.0,156.0,5.049856007249537,0,,0,1.0,0,0,0,unknown,1,1,1,1,3890000.0,1
10720744,Bangkok,Watthana,Condo,1.0,1.0,31,3.4339872044851463,9.0,0.0,0.0,3,E3 Nana BTS,270,13.0,0,0,0,2011_2015,1,1,1,1,5400000.0,1
10970513,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,30,3.4011973816621555,25.0,0.0,0.0,1,PP11 Nonthaburi Civic Center MRT,980,7.0,0,0,0,2011_2015,1,1,1,1,1600000.0,1
10522321,Samut Prakan,Bang Bo,Townhouse,4.0,2.0,144,4.969813299576001,0.0,108.0,4.68213122712422,0,,0,3.0,1,0,0,unknown,0,0,0,0,2500000.0,1
10283232,Nonthaburi,Mueang Nonthaburi,Townhouse,3.0,2.0,120,4.787491742782046,0.0,76.0,4.330733340286331,1,PP08 Phra Nang Klao Bridge MRT,800,4.0,0,0,0,unknown,0,0,0,1,2260000.0,1
10769551,Bangkok,Sathon,Condo,1.0,1.0,35,3.5553480614894135,9.0,0.0,0.0,2,S6 Saphan Taksin BTS,330,10.0,0,0,0,2011_2015,1,1,1,1,4500000.0,1
10967671,Bangkok,Ratchathewi,Condo,1.0,1.0,28,3.332204510175204,9.0,0.0,0.0,3,N3 Victory Monument BTS,160,13.0,0,0,0,2016_2020,1,1,1,1,6159000.0,1
10914866,Nonthaburi,Pak Kret,Townhouse,3.0,3.0,80,4.382026634673881,0.0,80.0,4.382026634673881,0,,0,6.0,0,0,1,unknown,0,0,0,0,3900000.0,1
10974554,Nonthaburi,Mueang Nonthaburi,Townhouse,3.0,3.0,135,4.90527477843843,0.0,88.0,4.477336814478207,0,,0,3.0,0,0,1,unknown,1,1,1,0,4390000.0,1
11046246,Nonthaburi,Bang Yai,Detached House,3.0,2.0,121,4.795790545596741,0.0,244.0,5.497168225293202,0,,0,3.0,0,0,0,unknown,1,0,0,1,3790000.0,1
10474213,Bangkok,Khlong Toei,Condo,2.0,1.0,40,3.6888794541139363,12.0,0.0,0.0,2,E8 Phra Khanong BTS,550,20.0,1,0,0,2016_2020,1,1,1,1,5000000.0,1
10957322,Bangkok,Lat Phrao,Condo,1.0,1.0,23,3.1354942159291497,2.0,0.0,0.0,0,,0,11.0,0,0,0,2016_2020,1,1,1,1,1890000.0,1
10992167,Bangkok,Phra Khanong,Condo,1.0,1.0,35,3.5553480614894135,3.0,0.0,0.0,0,,0,7.0,0,0,1,2011_2015,1,0,1,1,1650000.0,1
10933770,Samut Prakan,Phra Samut Jadee,Detached House,3.0,3.0,219,5.389071729816501,0.0,352.0,5.863631175598097,0,,0,3.0,0,0,1,unknown,1,0,0,1,4300000.0,1
10945790,Bangkok,Rat Burana,Townhouse,3.0,2.0,125,4.8283137373023015,0.0,112.0,4.718498871295094,0,,0,3.0,0,0,0,unknown,1,0,0,0,3050000.0,1
10531339,Bangkok,Bang Kapi,Condo,1.0,1.0,27,3.295836866004329,12.0,0.0,0.0,1,A5 Ramkhamhaeng Airport Link,820,5.0,0,0,0,2016_2020,1,1,1,1,2590000.0,1
8758481,Nonthaburi,Mueang Nonthaburi,Condo,1.0,1.0,26,3.258096538021482,4.0,0.0,0.0,2,PP11 Nonthaburi Civic Center MRT,670,6.0,0,0,0,2011_2015,1,0,1,0,1199000.0,1
9417777,Bangkok,Phaya Thai,Condo,1.0,1.0,26,3.258096538021482,14.0,0.0,0.0,3,N7 Saphan Kwai BTS,260,15.0,0,0,0,2016_2020,1,1,1,1,3700000.0,1
10785790,Bangkok,Bang Phlat,Condo,1.0,1.0,41,3.713572066704308,10.0,0.0,0.0,1,BL05 Bang Yi Khan MRT,700,11.0,0,0,0,2016_2020,1,1,1,1,3490000.0,1
10855341,Bangkok,Chom Thong,Condo,1.0,1.0,33,3.4965075614664802,14.0,0.0,0.0,2,S11 Wutthakat BTS,100,3.0,0,0,0,2011_2015,1,1,1,1,2550000.0,1
11004480,Bangkok,Wang Thonglang,Condo,1.0,1.0,21,3.044522437723423,3.0,0.0,0.0,0,,0,9.0,0,0,1,2016_2020,1,1,1,1,1850000.0,1
6907460,Bangkok,Phra Khanong,Condo,1.0,1.0,34,3.5263605246161616,9.0,0.0,0.0,2,E12 Udom Suk BTS,790,14.0,0,0,0,2016_2020,1,1,1,1,5780000.0,1
10729834,Bangkok,Pathum Wan,Condo,1.0,1.0,35,3.5553480614894135,4.0,0.0,0.0,2,E2 Ploen Chit BTS,520,11.0,0,0,0,2016_2020,1,0,1,0,6890000.0,1
9985686,Nonthaburi,Bang Bua Thong,Detached House,3.0,2.0,160,5.075173815233827,0.0,216.0,5.375278407684165,0,,0,8.0,0,0,1,2016_2020,1,0,0,1,4200000.0,1
10826449,Bangkok,Watthana,Condo,1.0,1.0,51,3.9318256327243257,4.0,0.0,0.0,0,,0,18.0,0,0,1,2011_2015,1,1,1,1,6000000.0,1
10922530,Samut Prakan,Mueang Samut Prakan,Condo,1.0,1.0,64,4.1588830833596715,11.0,0.0,0.0,1,E15 Samrong BTS,590,15.0,0,0,1,_2000,1,0,1,0,1690000.0,1
10827568,Bangkok,Chatuchak,Condo,1.0,1.0,23,3.1354942159291497,18.0,0.0,0.0,2,N10 Phahon Yothin 24 BTS,330,20.0,0,0,1,2016_2020,1,1,1,1,3450000.0,1
8350091,Bangkok,Phaya Thai,Condo,1.0,1.0,41,3.713572066704308,12.0,0.0,0.0,3,N6 Sena Ruam BTS,320,13.0,0,0,0,2006_2010,1,1,1,1,3850000.0,1
11029198,Bangkok,Watthana,Condo,1.0,1.0,48,3.871201010907891,8.0,0.0,0.0,3,BL22 Sukhumvit MRT,720,11.0,0,0,0,2011_2015,1,1,1,0,5690000.0,1
10971415,Bangkok,Suan Luang,Condo,1.0,1.0,26,3.258096538021482,9.0,0.0,0.0,0,,0,9.0,0,0,1,2011_2015,1,1,1,1,1850000.0,1
10990913,Samut Prakan,Mueang Samut Prakan,Detached House,4.0,2.0,150,5.0106352940962555,0.0,236.0,5.4638318050256105,0,,0,1.0,0,0,0,unknown,1,0,0,0,3850000.0,1
10750996,Bangkok,Chatuchak,Condo,1.0,1.0,50,3.912023005428146,14.0,0.0,0.0,3,N9 Ha Yaek Lat Phrao BTS,510,11.0,0,0,0,2021_,1,1,1,0,4840000.0,1
10972541,Nonthaburi,Sai Noi,Townhouse,4.0,2.0,116,4.7535901911063645,0.0,72.0,4.276666119016055,0,,0,5.0,1,0,1,2016_2020,1,0,0,0,1400000.0,1
